id,category_id,brand_id,name,slug,sku,description,price,original_price,stock,rating,reviews_count,shipping,warranty,badge,thumbnail,is_best_seller,is_trending,is_flash_deal,is_active,deal_ends_at,created_at,updated_at
04995d50-8adc-4f1b-bb39-7d8e534fd6a8,e6c51073-d504-4dd9-8f68-d4f17093de1d,47862211-c70c-40dd-9da5-e90bdbc2408a,Northstar AirBook 14 Creator Laptop,northstar-airbook-14,NOR-CMP-014,"A slim 14-inch performance laptop tuned for creators, analysts, and everyday productivity.",1299,1499,42,4.7,214,,,Creator Pick,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=900,true,false,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
0802b3aa-7ef1-4bf8-8b86-bfca23d896df,e6c51073-d504-4dd9-8f68-d4f17093de1d,bd753481-b1b3-4e90-a009-51bf4d0451b3,Monolith 27-Inch 4K Studio Monitor,monolith-4k-monitor,MON-CMP-427,"Color-accurate 4K display for design, editing, code, and deep work setups.",429,,53,4.8,176,,,,https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?q=80&w=900,false,true,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
8db42cbd-fa64-4d3a-ab52-ca736e656e8e,46fec1be-99c8-401c-ad43-6523e27104b2,5e198854-0d62-4af0-9661-a9c7e372de2f,Orbital ZenPhone X1 5G,orbital-zen-phone,ORB-MOB-X1,"A refined 5G flagship with adaptive display, pro-grade cameras, and fast all-day charging.",899,,88,4.7,512,,,New Arrival,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?q=80&w=900,true,true,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
80a4a5ac-f1ef-4e65-930f-413b6c7f4247,46fec1be-99c8-401c-ad43-6523e27104b2,3b6588b5-f31b-40d1-95b3-ebfac5c2355d,Volt & Co. 100W GaN Travel Charger,volt-gan-fast-charger,VLT-MOB-100,"Compact GaN charger for laptops, phones, tablets, and travel kits with intelligent power routing.",79,99,140,4.9,391,,,,https://images.unsplash.com/photo-1583863788434-e58a36330cf0?q=80&w=900,false,false,true,true,2026-07-03,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
5a4c555d-8d36-4bac-bfba-de96010eb008,f310617a-10c1-4c4e-9904-f7509f53ff6d,e237faec-2e92-4284-bb2a-5329521b8803,VectorLab Pro Wireless Controller,vectorlab-pro-controller,VEC-GAM-777,"Low-latency wireless controller with Hall effect sticks, adjustable triggers, and remappable paddles.",149,,67,4.8,246,,,,https://images.unsplash.com/photo-1600080972464-8e5f35f63d08?q=80&w=900,false,true,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
afe235fe-6ce6-4461-962f-197d42325e1b,194cbf3f-f19f-4f18-8817-bd7e9b1116f5,a04eec62-bb1e-4066-9772-9c6b6f460fbc,Hearthline Tri-Ply Copper Saute Pan,hearthline-copper-pan,HEA-HOM-301,"A responsive tri-ply saute pan with copper exterior, stainless cooking surface, and oven-safe construction.",165,,44,4.9,154,,,,https://images.unsplash.com/photo-1556911220-e15b29be8c8f?q=80&w=900,true,false,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
f5b9ec45-1e40-4c39-a5fd-c825636b0775,f1c8a190-d958-42f1-b7a1-c00af5e089be,6f902761-41a3-416b-915e-4d442495fbba,Velour Labs Vitamin C Barrier Serum,velour-vitamin-c-serum,VEL-BEA-C30,"A brightening vitamin C serum with ceramides, niacinamide, and a gentle stabilized antioxidant complex.",58,,99,4.7,432,,,Clean Beauty,https://images.unsplash.com/photo-1620916566398-39f1143ab7be?q=80&w=900,true,true,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
a7a702bf-37d4-4654-b26f-be0c87d2e397,386c83b6-acda-4276-81b5-e28492e198eb,28b48fd3-a43b-4ee5-ae99-77c4a9bd1ff5,The Modern Commerce Design Handbook,atlas-design-thinking-book,ATL-BOK-044,"A practical guide to building modern shopping experiences, merchandising systems, and customer journeys.",34,,116,4.8,89,,,,https://images.unsplash.com/photo-1544947950-fa07a98d237f?q=80&w=900,false,false,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
57e1e024-6e3d-445f-8c09-6c23a84919c4,e9130f3b-ffe9-4e09-ba43-70d70694188b,a1b26878-a961-4b7c-ba02-ad4d29895a2a,Harvest Table Organic Pantry Box,harvest-organic-pantry-box,HAR-GRO-BOX,"A curated pantry bundle with organic grains, olive oil, sauces, snacks, and breakfast staples.",74,,60,4.6,203,,,,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=900,false,false,true,true,2026-06-30,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
f090dd3d-03ff-499d-9620-6b4d403c42cd,6ca7fae8-1b3d-43c7-b3bd-13997cab60d4,fd833faa-1672-4400-b661-e3ce50ac7ef4,Kinetic Adjustable Dumbbell Pair,kinetic-adjustable-dumbbells,KIN-SPT-552,Space-saving adjustable dumbbells with precision dial selection and knurled metal handles.,399,469,32,4.8,337,,,,https://images.unsplash.com/photo-1581009137042-c552e485697a?q=80&w=900,true,false,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
a7310c26-0544-404e-b181-e556a7f62cc9,6dff69c6-24ed-413d-918f-1babe058e843,5a302d06-ee2b-4c88-bd32-9b06a84dda2d,TorqueWorks 4K Dual Dash Camera,torqueworks-dash-cam,TRQ-AUT-4K,"A discreet dual dash camera with 4K front capture, rear coverage, GPS logging, and night vision.",219,,47,4.7,198,,,,https://images.unsplash.com/photo-1617802690992-15d93263d3a9?q=80&w=900,false,true,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
c0ec8aa3-8a9e-40b2-8794-a21485823e7d,42745197-4a66-45c0-8976-0bcf2674997f,11c9759e-9587-42fe-a3d0-19425b9b36c3,Good Den Orthopedic Pet Bed,good-den-orthopedic-bed,GDN-PET-BED,"A washable orthopedic bed with supportive foam, bolstered edges, and a refined upholstery-grade cover.",119,,72,4.9,284,,,,https://images.unsplash.com/photo-1601758064224-f4b2b9d21f44?q=80&w=900,true,false,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
47c8aae0-40ad-4d58-8583-707cac93dff1,6ecb116f-8b4f-42a3-b1dc-e16a95e155a4,f19ffdea-6faf-486f-9e36-da69f29bd3ee,BrightBlock STEM Robot Builder Kit,brightblock-stem-robot-kit,BRI-TOY-120,"A programmable robot kit with modular blocks, sensors, guided lessons, and app-based coding.",89,,64,4.8,156,,,,https://images.unsplash.com/photo-1558060370-d644479cb6f7?q=80&w=900,false,true,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
99a69767-bfee-4d68-ba27-7d445c0d507b,3f10a9cf-2b30-4bd8-a98d-6e7eca9479dd,133145cb-3e05-45dc-832a-192158812127,Maison Arc Modular Cloud Sofa,maison-arc-modular-sofa,MSN-FUR-SOFA,"A modular, deep-seat sofa with performance upholstery, kiln-dried hardwood frame, and generous proportions.",1799,,12,4.7,93,,,White Glove,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?q=80&w=900,true,false,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
748589e4-eae7-472e-89e2-2b56e4b3b44b,1ba9bf2a-bd60-4e59-b192-d4fa3e54007e,03c61069-66f1-4318-b249-c46f4d6c7cbd,Nomad Lane Full-Grain Weekender,classic-leather-weekender,NOM-ACC-WKD,"A structured full-grain leather weekender with laptop sleeve, shoe pocket, and cabin-friendly dimensions.",295,,38,4.8,148,,,,https://images.unsplash.com/photo-1547949003-9792a18a2601?q=80&w=900,false,true,false,true,,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
1bf3a33c-b0f3-4861-b129-eb3a9f62dcac,1ba9bf2a-bd60-4e59-b192-d4fa3e54007e,d43e5093-d24d-45fa-bd0b-72f65f1bc1d5,Aster & Row Minimalist Automatic Watch,minimalist-automatic-watch,AST-ACC-AUT,"An understated automatic watch with sapphire crystal, exhibition back, and refined leather strap.",425,520,29,4.9,121,,,Gift Favorite,https://images.unsplash.com/photo-1523170335258-f5ed11844a49?q=80&w=900,true,false,true,true,2026-07-02,2026-06-30T15:03:42.803Z,2026-06-30T15:03:42.803Z
